"title","totalScore","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","reviewsTags/0/count","reviewsTags/0/title","reviewsTags/1/count","reviewsTags/1/title","reviewsTags/2/count","reviewsTags/2/title","reviewsTags/3/count","reviewsTags/3/title","reviewsTags/4/count","reviewsTags/4/title","reviewsTags/5/count","reviewsTags/5/title","reviewsTags/6/count","reviewsTags/6/title","reviewsTags/7/count","reviewsTags/7/title","reviewsTags/8/count","reviewsTags/8/title","reviewsTags/9/count","reviewsTags/9/title"
"Levi’s Outlet Store","4.3","1098","652","273","45","98","30","62","jeans","6","helpful cashiers","2","jean shirt","2","jeans fit","3","variety of models","10","kind staff","4","shorts","20","brand","7","outlet","2","helpful sales staff"
"Levi’s Store","3.8","106","54","20","19","10","3","5","tailor onsite","2","customized jeans","5","embroidery","2","patch selection","4","brand","2","store layout","2","custom apparel","2","communication","2","policy","3","receipt"
"Levi’s Store","4.4","16","11","3","1","0","1","2","nostalgic retro vibe","9","helpful staff","2","tailor","2","style advice","2","jeans",,,,,,,,,,
"Macy's Backstage","4.5","22","17","1","1","2","1",,,,,,,,,,,,,,,,,,,,
"Levi's® Tanger Outlets Savannah","5","3","3","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Levi’s Outlet Store","4.2","199","118","38","10","21","12","3","deal on jeans","8","selection","2","selection of items","2","online shopping","2","cleanliness","2","outlet mall","2","organized","7","deals","3","gossiping","2","merchandise"
"Ropa Vaquero DFW- Harry Hines Bazaar","5","3","3","0","0","0","0",,,,,,,,,,,,,,,,,,,,
"Slash Denim","4.5","103","84","8","8","2","1","8","vintage clothes","5","vintage jeans","9","levis","7","denim selection","2","used jeans","2","raw jeans","6","size selection","6","kind staff","3","perfect fit","2","small local business"
"Levi’s Outlet Store","4","49","29","9","8","3","0","2","rude staff","7","staff",,,,,,,,,,,,,,,,
"Levi’s Outlet Store","4.4","270","163","73","9","18","7","23","helpful staff","2","buy one get one half off deal","4","outlet store","2","size availability","2","cleanliness","4","selection","11","deals","2","pleasant staff","2","product availability","2","shirts"
